user_id,username,age,subscription,region,city,product_category,sale_amount,price,email,transaction_date,raw_timestamp,status,store_id
645,Myra34,58,Premium,West,Surat,Sports,1651.41,,myra34@mail.com,2024-03-22,2024-10-18 00:00:00,,ST003
598,Raj66,60,Premium,East,Bangalore,Groceries,571.37,966.01,raj66@mail.com,2024-12-13,2024-11-07 00:00:00,,ST015
366,Aditya40,54,Basic,South,Mumbai,Clothing,,94.67,aditya40@mail.com,2024-07-19,2024-04-01 00:00:00,,ST020
601,Anika66,58,Premium,South,Mumbai,Books,1671.22,,anika66@mail.com,2024-06-25,2024-05-05 00:00:00,Active,ST020
81,Neha98,34,Basic,North,Mumbai,Clothing,1154.33,229.97,neha98@mail.com,2024-09-28,2024-04-20 00:00:00,,ST014
159,Diya14,20,Premium,North,Hyderabad,Furniture,249.35,657.85,diya14@mail.com,2024-02-22,2024-01-14 00:00:00,Active,ST012
424,Aadhya23,50,Basic,East,Jaipur,Clothing,614.45,1237.74,aadhya23@mail.com,2024-09-09,2024-10-13 00:00:00,,ST008
748,Sneha49,20,Basic,North,Ahmedabad,Electronics,1061.37,313.69,sneha49@mail.com,2024-04-27,2024-05-28 00:00:00,Inactive,ST012
325,Manish41,50,Basic,North,Kolkata,Sports,1661.0,376.27,manish41@mail.com,2024-10-08,2024-05-10 00:00:00,Pending,ST015
847,Ananya18,61,Basic,West,Delhi,Furniture,1352.83,1105.52,ananya18@mail.com,2024-07-29,2024-03-12 00:00:00,Inactive,ST016
781,Pooja32,24,Basic,West,Hyderabad,Clothing,968.06,1054.19,pooja32@mail.com,2024-08-25,2024-12-27 00:00:00,Inactive,ST004
676,Anika85,46,Basic,North,Surat,Groceries,564.43,142.54,anika85@mail.com,2024-12-03,2024-11-27 00:00:00,Inactive,ST003
643,Aditya36,51,Basic,North,Delhi,Electronics,1555.28,720.43,aditya36@mail.com,2024-11-28,2024-03-12 00:00:00,Active,ST019
627,Krishna14,33,Basic,West,Lucknow,Furniture,1850.47,1345.47,krishna14@mail.com,2024-09-28,2024-06-20 00:00:00,Inactive,ST014
732,Krishna53,58,Premium,North,Chennai,Furniture,208.94,1475.21,krishna53@mail.com,2024-04-11,2024-04-02 00:00:00,,ST001
285,Amit30,20,Basic,South,Chennai,Clothing,,30.53,amit30@mail.com,2024-07-11,2024-12-01 00:00:00,Inactive,ST011
438,Arjun51,40,Premium,East,Delhi,Furniture,710.33,1486.18,arjun51@mail.com,2024-09-12,2024-05-22 00:00:00,Pending,ST013
180,Kiara1,64,Premium,South,Indore,Toys,1707.71,608.62,kiara1@mail.com,2024-09-10,2024-05-17 00:00:00,Pending,ST010
664,Ananya45,45,Premium,East,Ahmedabad,Toys,287.11,813.21,ananya45@mail.com,2024-04-20,2024-07-05 00:00:00,Active,ST007
840,Neha60,57,Basic,East,Pune,Groceries,333.18,1279.11,neha60@mail.com,2024-11-19,2024-01-25 00:00:00,Inactive,ST006
223,Sai36,40,Premium,South,Mumbai,Groceries,696.41,1123.71,sai36@mail.com,2024-01-11,2024-06-21 00:00:00,Pending,ST010
123,Saanvi79,62,Basic,North,Ahmedabad,Sports,1005.2,722.84,,2024-02-26,2024-08-01 00:00:00,Pending,ST001
762,Kiara20,21,Premium,North,Bangalore,Furniture,297.07,974.35,kiara20@mail.com,2024-10-30,2024-11-05 00:00:00,Pending,ST020
761,Manish29,37,Premium,East,Chennai,Furniture,1742.78,472.51,manish29@mail.com,2024-05-10,2024-10-14 00:00:00,Inactive,ST003
751,Pooja91,63,Basic,West,Mumbai,Toys,1229.5,1109.09,pooja91@mail.com,2024-11-06,2024-06-08 00:00:00,Pending,ST014
484,Neha8,48,Premium,South,Lucknow,Furniture,572.31,1335.93,neha8@mail.com,2024-11-26,2024-06-26 00:00:00,,ST014
85,Riya86,37,Premium,South,Surat,Electronics,946.52,483.33,riya86@mail.com,2024-11-23,2024-08-01 00:00:00,Pending,ST004
448,Ananya35,19,Basic,South,Jaipur,Furniture,1320.5,1210.11,ananya35@mail.com,2024-04-12,2024-07-31 00:00:00,,ST009
390,Karan63,21,Premium,South,Jaipur,Books,1829.59,172.86,,2024-05-08,2024-08-16 00:00:00,Active,ST016
432,Amit56,17,Premium,West,Mumbai,Sports,1206.69,1364.62,,2024-01-06,2024-02-19 00:00:00,Active,ST020
245,Saanvi59,32,Basic,South,Kolkata,Toys,375.22,1095.09,saanvi59@mail.com,2024-02-23,2024-08-01 00:00:00,,ST019
385,Raj6,21,Basic,South,Lucknow,Toys,703.19,165.45,raj6@mail.com,2024-12-11,2024-05-03 00:00:00,Inactive,ST017
680,Aadhya28,24,Basic,South,Ahmedabad,Furniture,581.55,979.96,aadhya28@mail.com,2024-05-30,2024-04-06 00:00:00,,ST006
221,Sunita94,19,Premium,South,Ahmedabad,Groceries,1720.42,1377.4,,2024-10-27,2024-09-24 00:00:00,,ST004
450,Pooja81,18,Premium,North,Hyderabad,Clothing,1505.55,1269.3,pooja81@mail.com,2024-02-02,2024-11-20 00:00:00,Inactive,ST014
16,Raj92,46,Premium,East,Chennai,Clothing,1179.4,1127.0,,2024-09-14,2024-09-28 00:00:00,Inactive,ST002
553,,64,Basic,East,Jaipur,Furniture,439.97,,,2024-04-08,2024-12-14 00:00:00,Active,ST008
524,Saanvi60,65,Basic,West,Pune,Toys,1576.71,505.73,saanvi60@mail.com,2024-10-31,2024-12-31 00:00:00,Active,ST019
398,Raj74,49,Premium,North,Jaipur,Sports,,113.57,raj74@mail.com,2024-03-27,2024-12-22 00:00:00,Pending,ST018
396,Krishna10,17,Premium,South,Indore,Electronics,1840.14,1057.92,krishna10@mail.com,2024-01-26,2024-06-06 00:00:00,Active,ST015
254,Amit23,59,Premium,East,Delhi,Groceries,1232.01,1324.46,amit23@mail.com,2024-12-20,2024-05-07 00:00:00,Pending,ST013
806,Amit32,63,Basic,North,Chennai,Toys,1585.38,860.98,amit32@mail.com,2024-03-16,2024-09-24 00:00:00,Pending,ST001
794,Vikram59,52,Basic,North,Ahmedabad,Groceries,1137.43,493.07,vikram59@mail.com,2024-09-12,2024-04-17 00:00:00,Inactive,ST013
847,Ananya18,61,Basic,West,Delhi,Furniture,1352.83,1105.52,ananya18@mail.com,2024-07-29,2024-03-12 00:00:00,Inactive,ST016
361,Ira50,26,Premium,North,Surat,Sports,111.68,755.64,ira50@mail.com,2024-06-03,2024-04-20 00:00:00,Pending,ST006
551,Vikram21,25,Premium,West,Bangalore,Furniture,1495.82,1013.66,,2024-08-13,2024-07-02 00:00:00,Inactive,ST007
767,Navya2,53,Basic,West,Indore,Furniture,826.67,1062.31,navya2@mail.com,2024-10-19,2024-01-16 00:00:00,,ST020
173,,49,Premium,East,Hyderabad,Furniture,663.43,99.34,anika82@mail.com,2024-03-10,2024-04-09 00:00:00,,ST018
687,Raj67,61,Premium,East,Kolkata,Sports,1988.47,65.74,raj67@mail.com,2024-08-08,2024-07-03 00:00:00,Inactive,ST003
148,Neha27,40,Premium,North,Chennai,Groceries,1315.01,552.27,neha27@mail.com,2024-08-28,2024-06-12 00:00:00,Inactive,ST012
187,Navya78,47,Premium,South,Chennai,Toys,1800.93,752.43,navya78@mail.com,2024-10-31,2024-02-06 00:00:00,Active,ST012
44,Raj75,38,Basic,North,Kolkata,Toys,736.03,473.8,raj75@mail.com,2024-06-10,2024-03-02 00:00:00,Inactive,ST007
617,Vivaan89,27,Basic,South,Indore,Books,1944.5,1131.08,vivaan89@mail.com,2024-07-24,2024-11-06 00:00:00,Pending,ST007
529,Sai1,38,Premium,West,Pune,Electronics,327.68,954.38,sai1@mail.com,2024-01-16,2024-04-11 00:00:00,Inactive,ST010
66,Manish81,56,Premium,North,Hyderabad,Electronics,1478.1,456.76,manish81@mail.com,2024-03-08,2024-10-03 00:00:00,Pending,ST017
297,Amit74,23,Premium,South,Hyderabad,Books,,1293.39,amit74@mail.com,2024-03-02,2024-12-23 00:00:00,,ST011
604,Manish80,46,Premium,North,Mumbai,Books,631.78,537.59,manish80@mail.com,2024-01-05,2024-02-21 00:00:00,,ST016
139,Pooja28,52,Premium,West,Kolkata,Furniture,1105.27,1343.44,pooja28@mail.com,2024-05-26,2024-07-28 00:00:00,Inactive,ST005
55,Reyansh35,50,Premium,North,Hyderabad,Toys,106.3,1202.98,reyansh35@mail.com,2024-01-08,2024-10-09 00:00:00,,ST003
670,Manish86,19,Basic,South,Pune,Sports,434.39,758.0,manish86@mail.com,2024-03-04,2024-08-19 00:00:00,Inactive,ST020
52,Raj74,52,Premium,North,Lucknow,Electronics,391.62,674.5,raj74@mail.com,2024-08-11,2024-11-21 00:00:00,,ST003
820,Karan18,44,Basic,West,Surat,Clothing,1447.51,572.74,karan18@mail.com,2024-06-15,2024-10-12 00:00:00,Inactive,ST007
319,Navya20,43,Basic,North,Ahmedabad,Furniture,1563.04,1105.81,navya20@mail.com,2024-07-05,2024-11-13 00:00:00,Inactive,ST011
23,Diya72,41,Premium,East,Bangalore,Sports,1768.76,,diya72@mail.com,2024-07-29,2024-12-08 00:00:00,Inactive,ST009
501,Pooja21,50,Basic,West,Lucknow,Sports,285.69,79.62,pooja21@mail.com,2024-07-10,2024-06-04 00:00:00,Pending,ST016
801,Diya3,62,Basic,East,Bangalore,Groceries,1755.57,1406.97,diya3@mail.com,2024-05-30,2024-02-03 00:00:00,Active,ST007
295,Pooja88,27,Basic,East,Jaipur,Toys,567.54,1255.71,pooja88@mail.com,2024-02-24,2024-03-02 00:00:00,Active,ST016
210,Sneha82,46,Basic,East,Surat,Books,1861.25,350.39,sneha82@mail.com,2024-06-06,2024-12-18 00:00:00,Pending,ST005
713,Navya29,56,Basic,South,Hyderabad,Furniture,1759.08,1398.24,,2024-04-10,2024-09-30 00:00:00,,ST001
143,Pooja6,40,Basic,East,Ahmedabad,Clothing,1563.32,1490.36,pooja6@mail.com,2024-10-21,2024-06-12 00:00:00,Pending,ST008
51,Myra89,34,Basic,North,Ahmedabad,Books,206.86,,myra89@mail.com,2024-05-08,2024-01-14 00:00:00,Active,ST008
167,Vihaan34,29,Premium,South,Pune,Groceries,1375.13,243.1,vihaan34@mail.com,2024-05-31,2024-07-31 00:00:00,Active,ST004
622,Myra30,61,Basic,North,Bangalore,Groceries,403.95,1296.28,myra30@mail.com,2024-04-02,2024-11-27 00:00:00,Pending,ST001
656,Krishna59,50,Basic,West,Jaipur,Sports,292.66,1372.76,krishna59@mail.com,2024-12-26,2024-07-21 00:00:00,Active,ST012
82,Myra44,25,Basic,North,Surat,Furniture,1156.81,97.86,myra44@mail.com,2024-12-11,2024-02-11 00:00:00,Pending,ST015
667,Manish58,42,Basic,North,Lucknow,Electronics,887.16,573.46,manish58@mail.com,2024-03-26,2024-01-18 00:00:00,Pending,ST019
528,Ananya21,21,Basic,West,Hyderabad,Clothing,1295.6,710.47,ananya21@mail.com,2024-06-18,2024-07-11 00:00:00,Inactive,ST013
57,Navya96,23,Premium,North,Kolkata,Furniture,1040.09,438.6,navya96@mail.com,2024-12-03,2024-09-07 00:00:00,Inactive,ST015
67,Navya35,25,Basic,South,Chennai,Toys,1618.25,131.44,navya35@mail.com,2024-12-12,2024-12-11 00:00:00,,ST018
733,Sai16,41,Basic,South,Surat,Electronics,116.45,1041.27,sai16@mail.com,2024-09-28,2024-07-17 00:00:00,,ST012
657,Sneha29,47,Basic,North,Indore,Furniture,1810.21,1016.49,,2024-01-17,2024-01-08 00:00:00,Active,ST005
703,Karan93,51,Basic,South,Surat,Sports,592.76,468.34,karan93@mail.com,2024-11-26,2024-09-04 00:00:00,,ST016
24,Sai90,21,Basic,West,Hyderabad,Clothing,1840.98,1234.39,sai90@mail.com,2024-12-03,2024-04-08 00:00:00,,ST011
511,Myra6,15,Basic,North,Indore,Clothing,,733.64,myra6@mail.com,2024-07-13,2024-06-28 00:00:00,Inactive,ST019
514,Anika1,15,Premium,South,Ahmedabad,Toys,1536.81,1185.21,anika1@mail.com,2024-01-16,2024-12-09 00:00:00,,ST004
65,Kiara88,64,Premium,South,Chennai,Sports,1233.78,962.19,kiara88@mail.com,2024-12-03,2024-12-14 00:00:00,Inactive,ST004
735,,33,Basic,East,Surat,Clothing,1199.64,773.87,pooja56@mail.com,2024-10-30,2024-07-08 00:00:00,,ST013
265,Sai99,49,Premium,West,Jaipur,Toys,465.69,1256.78,sai99@mail.com,2024-08-10,2024-11-27 00:00:00,Active,ST005
836,Reyansh40,40,Basic,North,Lucknow,Furniture,,,,2024-03-14,2024-07-27 00:00:00,Active,ST018
464,Aadhya19,16,Basic,North,Jaipur,Books,534.22,977.91,aadhya19@mail.com,2024-06-14,2024-12-20 00:00:00,,ST007
499,Aditya8,42,Premium,South,Jaipur,Groceries,1369.8,847.27,aditya8@mail.com,2024-10-26,2024-09-12 00:00:00,,ST015
21,Manish7,20,Basic,North,Mumbai,Electronics,305.1,259.14,manish7@mail.com,2024-10-14,2024-01-05 00:00:00,Active,ST003
368,Krishna19,54,Basic,North,Kolkata,Clothing,1347.1,1325.96,krishna19@mail.com,2024-08-31,2024-02-27 00:00:00,Pending,ST016
769,Aadhya16,18,Basic,West,Pune,Electronics,591.08,989.56,aadhya16@mail.com,2024-12-10,2024-06-11 00:00:00,Inactive,ST019
697,Vihaan95,52,Premium,East,Ahmedabad,Clothing,1936.19,1344.68,vihaan95@mail.com,2024-11-17,2024-06-08 00:00:00,Active,ST016
720,Aarav49,39,Basic,West,Jaipur,Clothing,1336.86,997.4,,2024-01-14,2024-11-07 00:00:00,Pending,ST009
579,Krishna34,22,Basic,West,Delhi,Electronics,1204.79,1414.17,krishna34@mail.com,2024-06-09,2024-07-13 00:00:00,Active,ST010
262,Riya46,19,Basic,East,Bangalore,Books,1035.02,814.81,riya46@mail.com,2024-04-19,2024-12-05 00:00:00,Pending,ST011
653,Vikram47,16,Basic,North,Ahmedabad,Sports,1413.67,694.88,vikram47@mail.com,2024-10-04,2024-08-06 00:00:00,Pending,ST004
721,Sneha97,52,Premium,West,Pune,Toys,896.45,1099.25,sneha97@mail.com,2024-02-25,2024-10-10 00:00:00,,ST010
807,Krishna48,51,Basic,North,Chennai,Toys,1286.09,671.0,krishna48@mail.com,2024-12-21,2024-03-06 00:00:00,Inactive,ST020
571,Karan80,21,Premium,West,Chennai,Electronics,589.69,886.76,karan80@mail.com,2024-02-21,2024-01-05 00:00:00,Active,ST009
460,Kiara11,22,Premium,East,Ahmedabad,Toys,1669.71,1273.5,kiara11@mail.com,2024-06-12,2024-08-19 00:00:00,,ST005
823,Priya20,52,Basic,East,Ahmedabad,Electronics,689.29,997.82,priya20@mail.com,2024-12-19,2024-01-12 00:00:00,Inactive,ST003
189,Sneha51,47,Basic,South,Kolkata,Toys,1299.05,245.97,sneha51@mail.com,2024-04-14,2024-03-20 00:00:00,Pending,ST013
252,Vivaan22,46,Premium,South,Delhi,Furniture,415.71,601.49,vivaan22@mail.com,2024-06-22,2024-02-25 00:00:00,,ST002
72,Ishaan25,22,Basic,West,Indore,Clothing,1214.43,,ishaan25@mail.com,2024-03-05,2024-10-16 00:00:00,Inactive,ST003
665,Aarav42,23,Premium,West,Surat,Toys,571.8,1430.78,aarav42@mail.com,2024-05-30,2024-08-27 00:00:00,,ST014
419,Myra41,24,Premium,North,Indore,Toys,1797.16,1136.16,myra41@mail.com,2024-10-16,2024-08-14 00:00:00,Pending,ST004
337,Priya14,16,Basic,South,Jaipur,Groceries,1433.89,737.3,priya14@mail.com,2024-04-11,2024-09-13 00:00:00,,ST018
329,Amit8,64,Basic,North,Kolkata,Groceries,285.05,1126.56,amit8@mail.com,2024-11-20,2024-11-19 00:00:00,,ST002
351,Ira98,31,Premium,South,Hyderabad,Sports,1624.54,750.33,ira98@mail.com,2024-08-20,2024-07-28 00:00:00,,ST003
95,Manish99,54,Premium,South,Bangalore,Clothing,1401.05,1355.93,manish99@mail.com,2024-07-05,2024-12-12 00:00:00,Inactive,ST015
155,Reyansh89,51,Basic,North,Mumbai,Electronics,596.73,994.0,reyansh89@mail.com,2024-01-09,2024-04-16 00:00:00,Inactive,ST013
595,Krishna10,32,Premium,West,Indore,Books,692.25,1365.68,krishna10@mail.com,2024-04-25,2024-05-20 00:00:00,Active,ST004
376,Arjun2,19,Premium,East,Surat,Groceries,1951.2,223.09,arjun2@mail.com,2024-12-22,2024-11-05 00:00:00,,ST020
558,Aarav79,63,Premium,North,Jaipur,Toys,524.91,223.58,aarav79@mail.com,2024-07-11,2024-04-14 00:00:00,Active,ST008
685,Priya32,45,Premium,West,Mumbai,Books,616.78,764.66,priya32@mail.com,2024-02-21,2024-06-04 00:00:00,Pending,ST015
452,Karan5,27,Premium,North,Bangalore,Electronics,1616.9,280.46,karan5@mail.com,2024-09-05,2024-01-11 00:00:00,Active,ST003
810,Rohan27,29,Premium,North,Lucknow,Sports,283.2,758.21,rohan27@mail.com,2024-01-07,2024-09-25 00:00:00,Inactive,ST007
506,Sneha69,53,Basic,South,Lucknow,Electronics,1871.01,287.15,,2024-07-14,2024-05-11 00:00:00,Active,ST004
678,Karan20,47,Premium,East,Jaipur,Furniture,932.24,320.47,karan20@mail.com,2024-08-04,2024-03-25 00:00:00,Pending,ST019
834,Ishaan94,56,Basic,West,Bangalore,Sports,1150.93,250.52,ishaan94@mail.com,2024-02-01,2024-11-01 00:00:00,Inactive,ST010
527,Diya26,27,Premium,West,Pune,Clothing,1404.82,907.65,diya26@mail.com,2024-06-20,2024-11-11 00:00:00,Pending,ST014
481,Vihaan3,59,Premium,West,Jaipur,Groceries,1316.99,946.57,vihaan3@mail.com,2024-06-03,2024-08-25 00:00:00,Inactive,ST016
447,Anika82,65,Premium,East,Chennai,Furniture,,615.0,anika82@mail.com,2024-02-17,2024-10-23 00:00:00,Active,ST019
219,Vivaan50,48,Basic,South,Lucknow,Clothing,203.96,1077.17,vivaan50@mail.com,2024-10-19,2024-12-12 00:00:00,Inactive,ST004
240,Myra49,22,Basic,South,Surat,Clothing,1387.19,,myra49@mail.com,2024-09-23,2024-05-18 00:00:00,Inactive,ST014
753,Rohan90,49,Premium,South,Mumbai,Groceries,1905.34,1077.58,rohan90@mail.com,2024-01-13,2024-07-22 00:00:00,Inactive,ST015
526,Kiara70,64,Premium,East,Hyderabad,Furniture,617.57,786.17,kiara70@mail.com,2024-05-01,2024-09-16 00:00:00,Active,ST014
193,Raj93,22,Premium,West,Mumbai,Sports,526.88,586.81,raj93@mail.com,2024-01-19,2024-10-10 00:00:00,,ST008
796,Kiara22,54,Basic,South,Kolkata,Sports,,843.53,kiara22@mail.com,2024-10-02,2024-03-08 00:00:00,,ST020
192,Sneha55,32,Premium,North,Surat,Books,1017.49,102.05,sneha55@mail.com,2024-03-21,2024-05-10 00:00:00,Active,ST019
509,Ishaan8,35,Basic,South,Delhi,Groceries,,1372.33,,2024-10-27,2024-12-11 00:00:00,Active,ST008
436,Arjun64,63,Basic,North,Ahmedabad,Toys,,191.27,arjun64@mail.com,2024-06-08,2024-12-17 00:00:00,,ST008
133,Karan33,60,Premium,West,Surat,Furniture,1157.17,279.73,karan33@mail.com,2024-08-06,2024-09-20 00:00:00,Pending,ST003
557,Ananya23,55,Basic,South,Delhi,Furniture,,684.39,ananya23@mail.com,2024-09-14,2024-10-27 00:00:00,Active,ST008
253,Sunita82,58,Premium,South,Hyderabad,Toys,1033.19,26.42,sunita82@mail.com,2024-08-09,2024-10-26 00:00:00,,ST017
672,Karan3,19,Basic,West,Kolkata,Toys,668.52,138.06,karan3@mail.com,2024-01-25,2024-07-20 00:00:00,Pending,ST015
677,Aditya64,18,Premium,West,Indore,Clothing,800.87,523.87,aditya64@mail.com,2024-09-20,2024-06-09 00:00:00,Pending,ST015
264,Ishaan70,61,Basic,West,Ahmedabad,Sports,1052.9,740.47,ishaan70@mail.com,2024-06-13,2024-09-20 00:00:00,Active,ST004
71,Ira53,32,Premium,North,Jaipur,Groceries,510.42,1471.77,ira53@mail.com,2024-11-26,2024-07-02 00:00:00,Active,ST013
273,Arjun87,61,Basic,South,Hyderabad,Groceries,645.67,280.14,arjun87@mail.com,2024-03-12,2024-10-02 00:00:00,Inactive,ST009
508,Saanvi13,35,Premium,South,Pune,Furniture,1664.1,319.79,saanvi13@mail.com,2024-09-09,2024-09-17 00:00:00,,ST004
328,Sunita28,61,Premium,North,Hyderabad,Clothing,1803.1,1232.88,sunita28@mail.com,2024-01-20,2024-10-22 00:00:00,,ST003
116,Ishaan84,28,Basic,West,Hyderabad,Toys,1301.72,382.42,ishaan84@mail.com,2024-08-20,2024-02-07 00:00:00,Active,ST006
324,Pooja72,41,Premium,North,Indore,Groceries,882.8,1192.84,pooja72@mail.com,2024-12-02,2024-03-21 00:00:00,,ST012
812,Ishaan95,26,Premium,East,Surat,Toys,128.45,836.92,ishaan95@mail.com,2024-02-02,2024-03-08 00:00:00,Pending,ST002
664,Ananya45,45,Premium,East,Ahmedabad,Toys,287.11,813.21,ananya45@mail.com,2024-04-20,2024-07-05 00:00:00,Active,ST007
660,Reyansh12,20,Premium,South,Mumbai,Toys,348.44,824.64,reyansh12@mail.com,2024-01-13,2024-03-07 00:00:00,,ST012
505,Aditya25,54,Premium,East,Hyderabad,Books,284.55,286.02,,2024-05-05,2024-12-27 00:00:00,,ST003
621,Riya85,64,Premium,South,Indore,Furniture,1286.9,1228.93,riya85@mail.com,2024-10-24,2024-11-18 00:00:00,,ST005
774,Aditya63,37,Basic,North,Indore,Books,1280.5,74.36,aditya63@mail.com,2024-10-02,2024-10-18 00:00:00,Inactive,ST014
703,Karan93,51,Basic,South,Surat,Sports,592.76,468.34,karan93@mail.com,2024-11-26,2024-09-04 00:00:00,,ST016
446,Saanvi74,39,Basic,West,Hyderabad,Electronics,451.52,1220.96,saanvi74@mail.com,2024-06-02,2024-07-05 00:00:00,,ST007
620,Diya42,20,Basic,East,Kolkata,Books,1971.26,35.4,diya42@mail.com,2024-05-23,2024-03-31 00:00:00,Pending,ST001
752,Navya96,16,Basic,North,Hyderabad,Clothing,1940.06,577.34,navya96@mail.com,2024-07-27,2024-10-14 00:00:00,Pending,ST016
610,Neha14,59,Premium,East,Lucknow,Toys,497.3,76.78,neha14@mail.com,2024-08-06,2024-01-10 00:00:00,Inactive,ST003
279,Krishna10,47,Basic,East,Bangalore,Clothing,1223.94,998.44,krishna10@mail.com,2024-02-28,2024-09-03 00:00:00,,ST016
786,Aadhya34,62,Premium,South,Ahmedabad,Furniture,1438.45,1458.22,aadhya34@mail.com,2024-08-05,2024-09-29 00:00:00,,ST003
217,Karan38,20,Basic,West,Chennai,Sports,1003.74,154.88,karan38@mail.com,2024-07-14,2024-07-08 00:00:00,Inactive,ST015
3,Saanvi13,37,Basic,North,Mumbai,Toys,293.41,136.62,saanvi13@mail.com,2024-07-04,2024-10-22 00:00:00,Inactive,ST003
230,Raj14,45,Premium,North,Chennai,Toys,589.93,1429.24,raj14@mail.com,2024-09-21,2024-05-03 00:00:00,Active,ST020
420,Pooja62,17,Premium,West,Chennai,Electronics,1689.71,156.87,,2024-10-25,2024-09-26 00:00:00,Inactive,ST009
102,Raj86,20,Basic,West,Ahmedabad,Books,1977.25,597.87,raj86@mail.com,2024-07-10,2024-05-09 00:00:00,Active,ST012
578,Raj18,49,Basic,West,Surat,Furniture,1866.97,909.01,raj18@mail.com,2024-07-14,2024-11-30 00:00:00,,ST008
807,Krishna48,51,Basic,North,Chennai,Toys,1286.09,671.0,krishna48@mail.com,2024-12-21,2024-03-06 00:00:00,Inactive,ST020
200,Aditya21,58,Basic,West,Jaipur,Sports,339.23,1453.23,aditya21@mail.com,2024-06-02,2024-05-13 00:00:00,Inactive,ST001
826,Priya42,65,Basic,North,Lucknow,Furniture,1482.15,1461.86,priya42@mail.com,2024-09-19,2024-02-14 00:00:00,,ST020
516,Amit36,58,Basic,East,Delhi,Sports,641.2,366.7,amit36@mail.com,2024-05-23,2024-09-09 00:00:00,Inactive,ST001
66,Manish81,56,Premium,North,Hyderabad,Electronics,1478.1,456.76,manish81@mail.com,2024-03-08,2024-10-03 00:00:00,Pending,ST017
529,Sai1,38,Premium,West,Pune,Electronics,327.68,954.38,sai1@mail.com,2024-01-16,2024-04-11 00:00:00,Inactive,ST010
41,Sai94,48,Basic,South,Hyderabad,Groceries,1205.33,383.33,sai94@mail.com,2024-08-18,2024-05-04 00:00:00,,ST019
743,Riya79,28,Premium,West,Kolkata,Toys,791.57,963.82,riya79@mail.com,2024-04-02,2024-06-02 00:00:00,Inactive,ST010
515,Diya49,53,Basic,South,Bangalore,Sports,1409.21,,diya49@mail.com,2024-08-15,2024-01-05 00:00:00,Inactive,ST001
421,Reyansh3,20,Basic,West,Ahmedabad,Groceries,669.63,1416.24,reyansh3@mail.com,2024-03-16,2024-08-06 00:00:00,Pending,ST013
493,Amit5,57,Premium,West,Indore,Toys,1757.84,640.57,amit5@mail.com,2024-06-04,2024-06-09 00:00:00,Pending,ST001
563,Aadhya65,54,Basic,East,Hyderabad,Electronics,883.42,1361.56,aadhya65@mail.com,2024-10-10,2024-03-30 00:00:00,Pending,ST013
274,Pooja81,19,Premium,West,Ahmedabad,Toys,,619.6,pooja81@mail.com,2024-10-09,2024-05-13 00:00:00,,ST005
695,Sunita72,16,Basic,West,Bangalore,Books,1583.93,572.2,sunita72@mail.com,2024-05-30,2024-01-28 00:00:00,,ST005
628,Arjun86,58,Basic,North,Pune,Electronics,1023.54,412.79,arjun86@mail.com,2024-01-02,2024-03-17 00:00:00,Inactive,ST011
683,Rohan94,15,Premium,East,Ahmedabad,Toys,1491.23,1038.15,rohan94@mail.com,2024-03-26,2024-04-05 00:00:00,Pending,ST015
758,Aadhya52,15,Basic,West,Kolkata,Furniture,1766.44,497.13,aadhya52@mail.com,2024-03-25,2024-03-13 00:00:00,Pending,ST017
178,Manish87,21,Premium,South,Mumbai,Furniture,297.43,389.52,manish87@mail.com,2024-12-12,2024-07-20 00:00:00,,ST005
301,Priya73,18,Basic,West,Surat,Clothing,1636.95,952.2,priya73@mail.com,2024-07-03,2024-07-03 00:00:00,Pending,ST012
38,Arjun61,57,Premium,East,Hyderabad,Toys,769.35,1446.33,arjun61@mail.com,2024-03-24,2024-06-08 00:00:00,Active,ST019
479,,36,Premium,East,Bangalore,Electronics,1227.9,177.37,ira34@mail.com,2024-02-29,2024-01-07 00:00:00,Inactive,ST016
203,Vivaan22,51,Basic,South,Hyderabad,Electronics,881.99,1364.29,vivaan22@mail.com,2024-03-17,2024-01-18 00:00:00,Inactive,ST010
237,Krishna89,37,Basic,East,Delhi,Groceries,646.92,87.66,krishna89@mail.com,2024-09-23,2024-11-01 00:00:00,Pending,ST014
150,Karan88,36,Basic,South,Surat,Toys,948.62,541.22,karan88@mail.com,2024-04-04,2024-10-04 00:00:00,Active,ST017
218,Vivaan34,43,Basic,North,Jaipur,Sports,170.2,1007.85,vivaan34@mail.com,2024-10-04,2024-07-30 00:00:00,Inactive,ST018
674,Aditya25,61,Basic,West,Surat,Sports,1772.47,91.05,aditya25@mail.com,2024-12-18,2024-11-09 00:00:00,,ST009
565,Sunita54,40,Basic,South,Hyderabad,Furniture,1197.2,77.46,sunita54@mail.com,2024-10-16,2024-03-24 00:00:00,Inactive,ST014
707,Ishaan63,43,Basic,East,Jaipur,Toys,1636.98,304.6,ishaan63@mail.com,2024-12-08,2024-02-19 00:00:00,Inactive,ST002
797,Priya16,21,Basic,East,Jaipur,Electronics,398.31,1170.74,priya16@mail.com,2024-07-28,2024-06-29 00:00:00,Inactive,ST014
400,Neha99,45,Premium,East,Bangalore,Toys,928.32,278.33,neha99@mail.com,2024-09-12,2024-11-09 00:00:00,Active,ST010
303,Rohan60,55,Premium,East,Indore,Sports,872.54,619.06,rohan60@mail.com,2024-06-24,2024-04-26 00:00:00,Pending,ST011
